team,year,round,score,home_away
geelong,2015,R4,67.0,Home
kangaroos,2015,R4,83.0,Away
bullldogs,2015,R4,125.0,Home
adelaide,2015,R4,68.0,Away
carlton,2015,R5,45.0,Home
collingwood,2015,R5,120.0,Away
richmond,2015,R5,76.0,Home
geelong,2015,R5,85.0,Away
swans,2015,R5,73.0,Home
bullldogs,2015,R5,77.0,Away
goldcoast,2015,R5,118.0,Home
brisbanel,2015,R5,54.0,Away
kangaroos,2015,R5,70.0,Home
hawthorn,2015,R5,130.0,Away
westcoast,2015,R5,120.0,Home
gws,2015,R5,33.0,Away
melbourne,2015,R5,50.0,Home
fremantle,2015,R5,118.0,Away
stkilda,2015,R5,80.0,Home
essendon,2015,R5,82.0,Away
adelaide,2015,R5,91.0,Home
padelaide,2015,R5,115.0,Away
collingwood,2015,R6,59.0,Home
geelong,2015,R6,100.0,Away
kangaroos,2015,R6,109.0,Home
richmond,2015,R6,74.0,Away
bullldogs,2015,R6,87.0,Home
stkilda,2015,R6,94.0,Away
gws,2015,R6,108.0,Home
hawthorn,2015,R6,98.0,Away
goldcoast,2015,R6,78.0,Home
adelaide,2015,R6,119.0,Away
melbourne,2015,R6,50.0,Home
swans,2015,R6,88.0,Away
fremantle,2015,R6,80.0,Home
essendon,2015,R6,52.0,Away
carlton,2015,R6,75.0,Home
brisbanel,2015,R6,84.0,Away
padelaide,2015,R6,68.0,Home
westcoast,2015,R6,78.0,Away
essendon,2015,R7,82.0,Home
kangaroos,2015,R7,93.0,Away
adelaide,2015,R7,119.0,Home
stkilda,2015,R7,73.0,Away
hawthorn,2015,R7,155.0,Home
melbourne,2015,R7,50.0,Away
carlton,2015,R7,57.0,Home
gws,2015,R7,135.0,Away
swans,2015,R7,120.0,Home
geelong,2015,R7,77.0,Away
westcoast,2015,R7,135.0,Home
goldcoast,2015,R7,43.0,Away
bullldogs,2015,R7,88.0,Home
fremantle,2015,R7,101.0,Away
richmond,2015,R7,105.0,Home
collingwood,2015,R7,100.0,Away
brisbanel,2015,R7,102.0,Home
padelaide,2015,R7,65.0,Away
geelong,2015,R8,140.0,Home
carlton,2015,R8,63.0,Away
stkilda,2015,R8,78.0,Home
westcoast,2015,R8,131.0,Away
gws,2015,R8,108.0,Home
adelaide,2015,R8,84.0,Away
goldcoast,2015,R8,63.0,Home
collingwood,2015,R8,132.0,Away
hawthorn,2015,R8,69.0,Home
swans,2015,R8,73.0,Away
fremantle,2015,R8,115.0,Home
kangaroos,2015,R8,42.0,Away
essendon,2015,R8,136.0,Home
brisbanel,2015,R8,78.0,Away
melbourne,2015,R8,103.0,Home
bullldogs,2015,R8,64.0,Away
padelaide,2015,R8,43.0,Home
richmond,2015,R8,76.0,Away
swans,2015,R9,122.0,Home
carlton,2015,R9,62.0,Away
hawthorn,2015,R9,93.0,Home
goldcoast,2015,R9,40.0,Away
melbourne,2015,R9,54.0,Home
padelaide,2015,R9,115.0,Away
bullldogs,2015,R9,113.0,Home
gws,2015,R9,68.0,Away
richmond,2015,R9,72.0,Home
essendon,2015,R9,59.0,Away
adelaide,2015,R9,57.0,Home
fremantle,2015,R9,68.0,Away
brisbanel,2015,R9,86.0,Home
stkilda,2015,R9,108.0,Away
collingwood,2015,R9,112.0,Home
kangaroos,2015,R9,95.0,Away
westcoast,2015,R9,120.0,Home
geelong,2015,R9,64.0,Away
fremantle,2015,R10,70.0,Home
richmond,2015,R10,97.0,Away
carlton,2015,R10,90.0,Home
adelaide,2015,R10,99.0,Away
goldcoast,2015,R10,41.0,Home
swans,2015,R10,93.0,Away
essendon,2015,R10,53.0,Home
geelong,2015,R10,122.0,Away
padelaide,2015,R10,100.0,Home
bullldogs,2015,R10,62.0,Away
gws,2015,R10,97.0,Home
brisbanel,2015,R10,67.0,Away
kangaroos,2015,R10,85.0,Home
westcoast,2015,R10,75.0,Away
stkilda,2015,R10,69.0,Home
hawthorn,2015,R10,132.0,Away
melbourne,2015,R10,85.0,Home
collingwood,2015,R10,110.0,Away
padelaide,2015,R11,69.0,Home
geelong,2015,R11,92.0,Away
goldcoast,2015,R11,46.0,Home
fremantle,2015,R11,53.0,Away
westcoast,2015,R11,96.0,Home
essendon,2015,R11,46.0,Away
kangaroos,2015,R11,75.0,Home
swans,2015,R11,91.0,Away
collingwood,2015,R11,119.0,Home
gws,2015,R11,77.0,Away
stkilda,2015,R11,85.0,Home
melbourne,2015,R11,83.0,Away
adelaide,2015,R12,85.0,Home
hawthorn,2015,R12,114.0,Away
richmond,2015,R12,70.0,Home
westcoast,2015,R12,90.0,Away
carlton,2015,R12,110.0,Home
padelaide,2015,R12,106.0,Away
gws,2015,R12,61.0,Home
kangaroos,2015,R12,117.0,Away
bullldogs,2015,R12,146.0,Home
brisbanel,2015,R12,74.0,Away
geelong,2015,R12,89.0,Home
melbourne,2015,R12,113.0,Away
fremantle,2015,R13,80.0,Home
collingwood,2015,R13,73.0,Away
swans,2015,R13,77.0,Home
richmond,2015,R13,95.0,Away
hawthorn,2015,R13,114.0,Home
essendon,2015,R13,76.0,Away
brisbanel,2015,R13,69.0,Home
adelaide,2015,R13,82.0,Away
stkilda,2015,R13,56.0,Home
bullldogs,2015,R13,62.0,Away
carlton,2015,R13,103.0,Home
goldcoast,2015,R13,69.0,Away
swans,2015,R14,94.0,Home
padelaide,2015,R14,84.0,Away
collingwood,2015,R14,91.0,Home
hawthorn,2015,R14,101.0,Away
richmond,2015,R14,78.0,Home
gws,2015,R14,69.0,Away
goldcoast,2015,R14,125.0,Home
kangaroos,2015,R14,70.0,Away
bullldogs,2015,R14,64.0,Home
carlton,2015,R14,53.0,Away
melbourne,2015,R14,60.0,Home
westcoast,2015,R14,114.0,Away
essendon,2015,R14,52.0,Home
stkilda,2015,R14,162.0,Away
fremantle,2015,R14,84.0,Home
brisbanel,2015,R14,48.0,Away
padelaide,2015,R15,66.0,Home
collingwood,2015,R15,63.0,Away
richmond,2015,R15,71.0,Home
carlton,2015,R15,41.0,Away
essendon,2015,R15,69.0,Home
melbourne,2015,R15,60.0,Away
bullldogs,2015,R15,95.0,Home
goldcoast,2015,R15,73.0,Away
kangaroos,2015,R15,120.0,Home
geelong,2015,R15,79.0,Away
westcoast,2015,R15,147.0,Home
adelaide,2015,R15,91.0,Away
gws,2015,R15,84.0,Home
stkilda,2015,R15,49.0,Away
hawthorn,2015,R15,115.0,Home
fremantle,2015,R15,43.0,Away
brisbanel,2015,R15,49.0,Home
swans,2015,R15,70.0,Away
kangaroos,2015,R16,93.0,Home
essendon,2015,R16,68.0,Away
geelong,2015,R16,72.0,Home
bullldogs,2015,R16,64.0,Away
goldcoast,2015,R16,79.0,Home
gws,2015,R16,94.0,Away
collingwood,2015,R16,56.0,Home
westcoast,2015,R16,87.0,Away
swans,2015,R16,57.0,Home
hawthorn,2015,R16,146.0,Away
fremantle,2015,R16,95.0,Home
carlton,2015,R16,53.0,Away
melbourne,2015,R16,60.0,Home
brisbanel,2015,R16,36.0,Away
padelaide,2015,R16,113.0,Home
adelaide,2015,R16,116.0,Away
stkilda,2015,R16,73.0,Home
richmond,2015,R16,89.0,Away
carlton,2015,R17,35.0,Home
hawthorn,2015,R17,173.0,Away
gws,2015,R17,42.0,Home
geelong,2015,R17,69.0,Away
adelaide,2015,R17,125.0,Home
goldcoast,2015,R17,80.0,Away
richmond,2015,R17,78.0,Home
fremantle,2015,R17,82.0,Away
essendon,2015,R17,116.0,Home
padelaide,2015,R17,129.0,Away
brisbanel,2015,R17,38.0,Home
kangaroos,2015,R17,110.0,Away
bullldogs,2015,R17,104.0,Home
collingwood,2015,R17,86.0,Away
melbourne,2015,R17,46.0,Home
stkilda,2015,R17,83.0,Away
westcoast,2015,R17,103.0,Home
swans,2015,R17,51.0,Away
hawthorn,2015,R18,53.0,Home
richmond,2015,R18,71.0,Away
geelong,2015,R18,113.0,Home
brisbanel,2015,R18,57.0,Away
collingwood,2015,R18,54.0,Home
melbourne,2015,R18,91.0,Away
swans,2015,R18,117.0,Home
adelaide,2015,R18,65.0,Away
carlton,2015,R18,54.0,Home
kangaroos,2015,R18,118.0,Away
goldcoast,2015,R18,83.0,Home
westcoast,2015,R18,83.0,Away
adelaide,2015,R19,88.0,Home
richmond,2015,R19,52.0,Away
collingwood,2015,R19,105.0,Home
carlton,2015,R19,87.0,Away
bullldogs,2015,R19,128.0,Home
padelaide,2015,R19,64.0,Away
brisbanel,2015,R19,100.0,Home
goldcoast,2015,R19,114.0,Away
geelong,2015,R19,95.0,Home
swans,2015,R19,63.0,Away
westcoast,2015,R19,74.0,Home
hawthorn,2015,R19,88.0,Away
melbourne,2015,R19,92.0,Home
kangaroos,2015,R19,127.0,Away
gws,2015,R19,93.0,Home
essendon,2015,R19,61.0,Away
stkilda,2015,R19,59.0,Home
fremantle,2015,R19,96.0,Away
swans,2015,R20,87.0,Home
collingwood,2015,R20,76.0,Away
essendon,2015,R20,59.0,Home
adelaide,2015,R20,171.0,Away
kangaroos,2015,R20,120.0,Home
stkilda,2015,R20,83.0,Away
padelaide,2015,R20,111.0,Home
gws,2015,R20,90.0,Away
brisbanel,2015,R20,131.0,Home
carlton,2015,R20,67.0,Away
geelong,2015,R20,85.0,Home
hawthorn,2015,R20,121.0,Away
richmond,2015,R20,138.0,Home
goldcoast,2015,R20,55.0,Away
bullldogs,2015,R20,153.0,Home
melbourne,2015,R20,55.0,Away
fremantle,2015,R20,80.0,Home
westcoast,2015,R20,104.0,Away
hawthorn,2015,R21,86.0,Home
padelaide,2015,R21,108.0,Away
collingwood,2015,R21,56.0,Home
richmond,2015,R21,147.0,Away
gws,2015,R21,44.0,Home
swans,2015,R21,133.0,Away
goldcoast,2015,R21,97.0,Home
essendon,2015,R21,95.0,Away
stkilda,2015,R21,97.0,Home
geelong,2015,R21,97.0,Away
geelong,2015,R22,62.0,Home
collingwood,2015,R22,110.0,Away
gws,2015,R22,132.0,Home
carlton,2015,R22,51.0,Away
hawthorn,2015,R22,134.0,Home
brisbanel,2015,R22,62.0,Away
kangaroos,2015,R22,73.0,Home
bullldogs,2015,R22,96.0,Away
essendon,2015,R22,47.0,Home
richmond,2015,R22,74.0,Away
goldcoast,2015,R22,51.0,Home
padelaide,2015,R22,88.0,Away
adelaide,2015,R22,126.0,Home
westcoast,2015,R22,69.0,Away
stkilda,2015,R22,38.0,Home
swans,2015,R22,135.0,Away
fremantle,2015,R22,108.0,Home
melbourne,2015,R22,54.0,Away
richmond,2015,R23,108.0,Home
kangaroos,2015,R23,67.0,Away
geelong,2015,R23,119.0,Home
adelaide,2015,R23,80.0,Away
brisbanel,2015,R23,130.0,Home
bullldogs,2015,R23,122.0,Away
padelaide,2015,R23,122.0,Home
fremantle,2015,R23,53.0,Away
hawthorn,2015,R23,113.0,Home
carlton,2015,R23,56.0,Away
swans,2015,R23,127.0,Home
goldcoast,2015,R23,64.0,Away
westcoast,2015,R23,125.0,Home
stkilda,2015,R23,30.0,Away
melbourne,2015,R23,103.0,Home
gws,2015,R23,77.0,Away
collingwood,2015,R23,92.0,Home
essendon,2015,R23,95.0,Away
richmond,2016,R1,92.0,Home
carlton,2016,R1,83.0,Away
melbourne,2016,R1,80.0,Home
gws,2016,R1,78.0,Away
goldcoast,2016,R1,121.0,Home
essendon,2016,R1,60.0,Away
kangaroos,2016,R1,107.0,Home
adelaide,2016,R1,97.0,Away
swans,2016,R1,133.0,Home
collingwood,2016,R1,53.0,Away
bullldogs,2016,R1,103.0,Home
fremantle,2016,R1,38.0,Away
padelaide,2016,R1,133.0,Home
stkilda,2016,R1,100.0,Away
westcoast,2016,R1,166.0,Home
brisbanel,2016,R1,102.0,Away
geelong,2016,R1,116.0,Home
hawthorn,2016,R1,86.0,Away
collingwood,2016,R2,87.0,Home
richmond,2016,R2,86.0,Away
adelaide,2016,R2,144.0,Home
padelaide,2016,R2,86.0,Away
essendon,2016,R2,80.0,Home
melbourne,2016,R2,67.0,Away
brisbanel,2016,R2,83.0,Home
kangaroos,2016,R2,117.0,Away
stkilda,2016,R2,36.0,Home
bullldogs,2016,R2,93.0,Away
fremantle,2016,R2,100.0,Home
goldcoast,2016,R2,126.0,Away
gws,2016,R2,89.0,Home
geelong,2016,R2,76.0,Away
hawthorn,2016,R2,99.0,Home
westcoast,2016,R2,53.0,Away
carlton,2016,R2,71.0,Home
swans,2016,R2,131.0,Away
padelaide,2016,R3,112.0,Home
essendon,2016,R3,51.0,Away
stkilda,2016,R3,119.0,Home
collingwood,2016,R3,90.0,Away
richmond,2016,R3,92.0,Home
adelaide,2016,R3,128.0,Away
swans,2016,R3,93.0,Home
gws,2016,R3,68.0,Away
goldcoast,2016,R3,95.0,Home
carlton,2016,R3,41.0,Away
westcoast,2016,R3,92.0,Home
fremantle,2016,R3,59.0,Away
kangaroos,2016,R3,136.0,Home
melbourne,2016,R3,131.0,Away
bullldogs,2016,R3,90.0,Home
hawthorn,2016,R3,93.0,Away
geelong,2016,R3,125.0,Home
brisbanel,2016,R3,56.0,Away
westcoast,2016,R4,125.0,Home
richmond,2016,R4,57.0,Away
essendon,2016,R4,42.0,Home
geelong,2016,R4,72.0,Away
hawthorn,2016,R4,87.0,Home
stkilda,2016,R4,84.0,Away
brisbanel,2016,R4,107.0,Home
goldcoast,2016,R4,94.0,Away
carlton,2016,R4,49.0,Home
bullldogs,2016,R4,85.0,Away
adelaide,2016,R4,113.0,Home
swans,2016,R4,103.0,Away
gws,2016,R4,151.0,Home
padelaide,2016,R4,65.0,Away
collingwood,2016,R4,67.0,Home
melbourne,2016,R4,102.0,Away
kangaroos,2016,R4,132.0,Home
fremantle,2016,R4,101.0,Away
hawthorn,2016,R5,112.0,Home
adelaide,2016,R5,109.0,Away
swans,2016,R5,88.0,Home
westcoast,2016,R5,49.0,Away
goldcoast,2016,R5,81.0,Home
kangaroos,2016,R5,119.0,Away
bullldogs,2016,R5,120.0,Home
brisbanel,2016,R5,67.0,Away
padelaide,2016,R5,59.0,Home
geelong,2016,R5,107.0,Away
stkilda,2016,R5,79.0,Home
gws,2016,R5,126.0,Away
fremantle,2016,R5,68.0,Home
carlton,2016,R5,72.0,Away
melbourne,2016,R5,129.0,Home
richmond,2016,R5,96.0,Away
collingwood,2016,R5,142.0,Home
essendon,2016,R5,73.0,Away
kangaroos,2016,R6,61.0,Home
bullldogs,2016,R6,45.0,Away
melbourne,2016,R6,96.0,Home
stkilda,2016,R6,135.0,Away
adelaide,2016,R6,97.0,Home
fremantle,2016,R6,64.0,Away
gws,2016,R6,158.0,Home
hawthorn,2016,R6,83.0,Away
geelong,2016,R6,168.0,Home
goldcoast,2016,R6,48.0,Away
richmond,2016,R6,59.0,Home
padelaide,2016,R6,94.0,Away
brisbanel,2016,R6,94.0,Home
swans,2016,R6,97.0,Away
carlton,2016,R6,72.0,Home
essendon,2016,R6,57.0,Away
westcoast,2016,R6,124.0,Home
collingwood,2016,R6,62.0,Away
richmond,2016,R7,90.0,Home
hawthorn,2016,R7,136.0,Away
collingwood,2016,R7,84.0,Home
carlton,2016,R7,99.0,Away
geelong,2016,R7,123.0,Home
westcoast,2016,R7,79.0,Away
swans,2016,R7,135.0,Home
essendon,2016,R7,54.0,Away
goldcoast,2016,R7,87.0,Home
melbourne,2016,R7,160.0,Away
bullldogs,2016,R7,123.0,Home
adelaide,2016,R7,108.0,Away
fremantle,2016,R7,77.0,Home
gws,2016,R7,95.0,Away
stkilda,2016,R7,75.0,Home
kangaroos,2016,R7,82.0,Away
padelaide,2016,R7,136.0,Home
brisbanel,2016,R7,59.0,Away
adelaide,2016,R8,72.0,Home
geelong,2016,R8,98.0,Away
essendon,2016,R8,60.0,Home
kangaroos,2016,R8,74.0,Away
hawthorn,2016,R8,116.0,Home
fremantle,2016,R8,75.0,Away
gws,2016,R8,149.0,Home
goldcoast,2016,R8,58.0,Away
brisbanel,2016,R8,65.0,Home
collingwood,2016,R8,143.0,Away
richmond,2016,R8,101.0,Home
swans,2016,R8,100.0,Away
carlton,2016,R8,93.0,Home
padelaide,2016,R8,91.0,Away
melbourne,2016,R8,82.0,Home
bullldogs,2016,R8,114.0,Away
westcoast,2016,R8,132.0,Home
stkilda,2016,R8,29.0,Away
hawthorn,2016,R9,55.0,Home
swans,2016,R9,69.0,Away
collingwood,2016,R9,104.0,Home
geelong,2016,R9,80.0,Away
goldcoast,2016,R9,74.0,Home
adelaide,2016,R9,149.0,Away
padelaide,2016,R9,86.0,Home
westcoast,2016,R9,94.0,Away
kangaroos,2016,R9,113.0,Home
carlton,2016,R9,46.0,Away
fremantle,2016,R9,45.0,Home
richmond,2016,R9,83.0,Away
melbourne,2016,R9,131.0,Home
brisbanel,2016,R9,68.0,Away
gws,2016,R9,98.0,Home
bullldogs,2016,R9,73.0,Away
stkilda,2016,R9,109.0,Home
essendon,2016,R9,63.0,Away
swans,2016,R10,91.0,Home
kangaroos,2016,R10,65.0,Away
brisbanel,2016,R10,87.0,Home
hawthorn,2016,R10,135.0,Away
melbourne,2016,R10,76.0,Home
padelaide,2016,R10,121.0,Away
stkilda,2016,R10,101.0,Home
fremantle,2016,R10,67.0,Away
essendon,2016,R10,67.0,Home
richmond,2016,R10,105.0,Away
adelaide,2016,R10,107.0,Home
gws,2016,R10,85.0,Away
carlton,2016,R10,104.0,Home
geelong,2016,R10,85.0,Away
collingwood,2016,R10,53.0,Home
bullldogs,2016,R10,74.0,Away
westcoast,2016,R10,132.0,Home
goldcoast,2016,R10,55.0,Away
kangaroos,2016,R11,124.0,Home
richmond,2016,R11,54.0,Away
hawthorn,2016,R11,82.0,Home
melbourne,2016,R11,64.0,Away
carlton,2016,R11,102.0,Home
brisbanel,2016,R11,64.0,Away
geelong,2016,R11,98.0,Home
gws,2016,R11,88.0,Away
goldcoast,2016,R11,41.0,Home
swans,2016,R11,79.0,Away
fremantle,2016,R11,126.0,Home
essendon,2016,R11,47.0,Away
collingwood,2016,R11,58.0,Home
padelaide,2016,R11,125.0,Away
bullldogs,2016,R11,83.0,Home
westcoast,2016,R11,75.0,Away
adelaide,2016,R11,133.0,Home
stkilda,2016,R11,45.0,Away
essendon,2016,R12,43.0,Home
hawthorn,2016,R12,151.0,Away
padelaide,2016,R12,97.0,Home
bullldogs,2016,R12,100.0,Away
brisbanel,2016,R12,64.0,Home
fremantle,2016,R12,147.0,Away
geelong,2016,R12,105.0,Home
kangaroos,2016,R12,74.0,Away
westcoast,2016,R12,76.0,Home
adelaide,2016,R12,105.0,Away
stkilda,2016,R12,110.0,Home
carlton,2016,R12,78.0,Away
richmond,2016,R12,114.0,Home
goldcoast,2016,R12,97.0,Away
gws,2016,R12,105.0,Home
swans,2016,R12,63.0,Away
melbourne,2016,R12,104.0,Home
collingwood,2016,R12,58.0,Away
kangaroos,2016,R13,84.0,Home
hawthorn,2016,R13,93.0,Away
brisbanel,2016,R13,82.0,Home
westcoast,2016,R13,131.0,Away
fremantle,2016,R13,86.0,Home
padelaide,2016,R13,69.0,Away
bullldogs,2016,R13,43.0,Home
geelong,2016,R13,100.0,Away
swans,2016,R13,86.0,Home
melbourne,2016,R13,31.0,Away
essendon,2016,R13,90.0,Home
gws,2016,R13,117.0,Away
adelaide,2016,R14,100.0,Home
kangaroos,2016,R14,67.0,Away
collingwood,2016,R14,85.0,Home
fremantle,2016,R14,37.0,Away
richmond,2016,R14,117.0,Home
brisbanel,2016,R14,75.0,Away
gws,2016,R14,127.0,Home
carlton,2016,R14,65.0,Away
stkilda,2016,R14,93.0,Home
geelong,2016,R14,90.0,Away
hawthorn,2016,R14,86.0,Home
goldcoast,2016,R14,60.0,Away
westcoast,2016,R15,130.0,Home
essendon,2016,R15,52.0,Away
padelaide,2016,R15,94.0,Home
richmond,2016,R15,56.0,Away
goldcoast,2016,R15,108.0,Home
stkilda,2016,R15,68.0,Away
swans,2016,R15,79.0,Home
bullldogs,2016,R15,83.0,Away
carlton,2016,R15,45.0,Home
collingwood,2016,R15,57.0,Away
melbourne,2016,R15,98.0,Home
adelaide,2016,R15,120.0,Away
padelaide,2016,R16,79.0,Home
hawthorn,2016,R16,101.0,Away
geelong,2016,R16,60.0,Home
swans,2016,R16,98.0,Away
gws,2016,R16,93.0,Home
collingwood,2016,R16,125.0,Away
goldcoast,2016,R16,139.0,Home
brisbanel,2016,R16,113.0,Away
bullldogs,2016,R16,85.0,Home
richmond,2016,R16,75.0,Away
melbourne,2016,R16,87.0,Home
fremantle,2016,R16,55.0,Away
carlton,2016,R16,47.0,Home
adelaide,2016,R16,107.0,Away
westcoast,2016,R16,104.0,Home
kangaroos,2016,R16,72.0,Away
essendon,2016,R16,98.0,Home
stkilda,2016,R16,109.0,Away
swans,2016,R17,70.0,Home
hawthorn,2016,R17,75.0,Away
fremantle,2016,R17,61.0,Home
geelong,2016,R17,78.0,Away
richmond,2016,R17,102.0,Home
essendon,2016,R17,83.0,Away
kangaroos,2016,R17,77.0,Home
padelaide,2016,R17,105.0,Away
bullldogs,2016,R17,107.0,Home
goldcoast,2016,R17,59.0,Away
adelaide,2016,R17,97.0,Home
collingwood,2016,R17,69.0,Away
carlton,2016,R17,75.0,Home
westcoast,2016,R17,82.0,Away
stkilda,2016,R17,110.0,Home
melbourne,2016,R17,74.0,Away
brisbanel,2016,R17,67.0,Home
gws,2016,R17,146.0,Away
collingwood,2016,R18,84.0,Home
kangaroos,2016,R18,124.0,Away
swans,2016,R18,74.0,Home
carlton,2016,R18,68.0,Away
goldcoast,2016,R18,105.0,Home
fremantle,2016,R18,81.0,Away
westcoast,2016,R18,66.0,Home
melbourne,2016,R18,60.0,Away
geelong,2016,R18,85.0,Home
adelaide,2016,R18,55.0,Away
bullldogs,2016,R18,60.0,Home
stkilda,2016,R18,75.0,Away
essendon,2016,R18,91.0,Home
brisbanel,2016,R18,128.0,Away
hawthorn,2016,R18,114.0,Home
richmond,2016,R18,44.0,Away
padelaide,2016,R18,60.0,Home
gws,2016,R18,79.0,Away
