team,year,round,score,home_away
melbourne,2018,R10,146.0,Home
adelaide,2018,R10,55.0,Away
fremantle,2018,R10,58.0,Home
kangaroos,2018,R10,86.0,Away
swans,2018,R11,91.0,Home
carlton,2018,R11,61.0,Away
bullldogs,2018,R11,51.0,Home
melbourne,2018,R11,100.0,Away
hawthorn,2018,R11,64.0,Home
padelaide,2018,R11,61.0,Away
goldcoast,2018,R11,36.0,Home
geelong,2018,R11,121.0,Away
essendon,2018,R11,43.0,Home
richmond,2018,R11,114.0,Away
westcoast,2018,R11,101.0,Home
stkilda,2018,R11,88.0,Away
kangaroos,2018,R11,141.0,Home
brisbanel,2018,R11,87.0,Away
collingwood,2018,R11,138.0,Home
fremantle,2018,R11,77.0,Away
adelaide,2018,R11,81.0,Home
gws,2018,R11,97.0,Away
padelaide,2018,R12,72.0,Home
richmond,2018,R12,58.0,Away
geelong,2018,R12,96.0,Home
kangaroos,2018,R12,59.0,Away
gws,2018,R12,134.0,Home
goldcoast,2018,R12,26.0,Away
stkilda,2018,R12,55.0,Home
swans,2018,R12,126.0,Away
brisbanel,2018,R12,62.0,Home
essendon,2018,R12,84.0,Away
fremantle,2018,R12,71.0,Home
adelaide,2018,R12,68.0,Away
melbourne,2018,R12,91.0,Home
collingwood,2018,R12,133.0,Away
padelaide,2018,R13,132.0,Home
bullldogs,2018,R13,75.0,Away
swans,2018,R13,72.0,Home
westcoast,2018,R13,57.0,Away
carlton,2018,R13,46.0,Home
fremantle,2018,R13,103.0,Away
goldcoast,2018,R13,78.0,Home
stkilda,2018,R13,80.0,Away
hawthorn,2018,R13,88.0,Home
adelaide,2018,R13,32.0,Away
geelong,2018,R13,65.0,Home
richmond,2018,R13,83.0,Away
westcoast,2018,R14,52.0,Home
essendon,2018,R14,80.0,Away
padelaide,2018,R14,75.0,Home
melbourne,2018,R14,65.0,Away
hawthorn,2018,R14,96.0,Home
goldcoast,2018,R14,43.0,Away
brisbanel,2018,R14,82.0,Home
gws,2018,R14,109.0,Away
bullldogs,2018,R14,75.0,Home
kangaroos,2018,R14,77.0,Away
collingwood,2018,R14,79.0,Home
carlton,2018,R14,59.0,Away
richmond,2018,R15,93.0,Home
swans,2018,R15,67.0,Away
bullldogs,2018,R15,103.0,Home
geelong,2018,R15,101.0,Away
carlton,2018,R15,69.0,Home
padelaide,2018,R15,90.0,Away
adelaide,2018,R15,88.0,Home
westcoast,2018,R15,78.0,Away
goldcoast,2018,R15,60.0,Home
collingwood,2018,R15,99.0,Away
gws,2018,R15,95.0,Home
hawthorn,2018,R15,84.0,Away
melbourne,2018,R15,117.0,Home
stkilda,2018,R15,119.0,Away
essendon,2018,R15,125.0,Home
kangaroos,2018,R15,108.0,Away
fremantle,2018,R15,64.0,Home
brisbanel,2018,R15,119.0,Away
swans,2018,R16,59.0,Home
geelong,2018,R16,71.0,Away
richmond,2018,R16,103.0,Home
adelaide,2018,R16,56.0,Away
brisbanel,2018,R16,120.0,Home
carlton,2018,R16,55.0,Away
padelaide,2018,R16,86.0,Home
stkilda,2018,R16,50.0,Away
bullldogs,2018,R16,59.0,Home
hawthorn,2018,R16,122.0,Away
melbourne,2018,R16,102.0,Home
fremantle,2018,R16,48.0,Away
kangaroos,2018,R16,95.0,Home
goldcoast,2018,R16,58.0,Away
essendon,2018,R16,62.0,Home
collingwood,2018,R16,78.0,Away
westcoast,2018,R16,86.0,Home
gws,2018,R16,75.0,Away
adelaide,2018,R17,112.0,Home
geelong,2018,R17,97.0,Away
stkilda,2018,R17,116.0,Home
carlton,2018,R17,52.0,Away
hawthorn,2018,R17,65.0,Home
brisbanel,2018,R17,98.0,Away
melbourne,2018,R17,119.0,Home
bullldogs,2018,R17,69.0,Away
goldcoast,2018,R17,51.0,Home
essendon,2018,R17,95.0,Away
gws,2018,R17,79.0,Home
richmond,2018,R17,77.0,Away
collingwood,2018,R17,67.0,Home
westcoast,2018,R17,102.0,Away
kangaroos,2018,R17,98.0,Home
swans,2018,R17,104.0,Away
fremantle,2018,R17,59.0,Home
padelaide,2018,R17,50.0,Away
stkilda,2018,R18,57.0,Home
richmond,2018,R18,111.0,Away
collingwood,2018,R18,130.0,Home
kangaroos,2018,R18,64.0,Away
swans,2018,R18,64.0,Home
goldcoast,2018,R18,88.0,Away
essendon,2018,R18,99.0,Home
fremantle,2018,R18,70.0,Away
brisbanel,2018,R18,88.0,Home
adelaide,2018,R18,93.0,Away
geelong,2018,R18,100.0,Home
melbourne,2018,R18,98.0,Away
carlton,2018,R18,52.0,Home
hawthorn,2018,R18,124.0,Away
westcoast,2018,R18,100.0,Home
bullldogs,2018,R18,46.0,Away
padelaide,2018,R18,58.0,Home
gws,2018,R18,80.0,Away
essendon,2018,R19,109.0,Home
swans,2018,R19,66.0,Away
richmond,2018,R19,105.0,Home
collingwood,2018,R19,77.0,Away
geelong,2018,R19,120.0,Home
brisbanel,2018,R19,78.0,Away
gws,2018,R19,86.0,Home
stkilda,2018,R19,61.0,Away
goldcoast,2018,R19,44.0,Home
carlton,2018,R19,79.0,Away
adelaide,2018,R19,77.0,Home
melbourne,2018,R19,90.0,Away
kangaroos,2018,R19,81.0,Home
westcoast,2018,R19,41.0,Away
bullldogs,2018,R19,34.0,Home
padelaide,2018,R19,78.0,Away
fremantle,2018,R19,53.0,Home
hawthorn,2018,R19,112.0,Away
richmond,2018,R20,85.0,Home
geelong,2018,R20,82.0,Away
hawthorn,2018,R20,107.0,Home
essendon,2018,R20,103.0,Away
brisbanel,2018,R20,104.0,Home
kangaroos,2018,R20,107.0,Away
adelaide,2018,R20,96.0,Home
padelaide,2018,R20,93.0,Away
swans,2018,R20,73.0,Home
collingwood,2018,R20,71.0,Away
stkilda,2018,R20,68.0,Home
bullldogs,2018,R20,103.0,Away
carlton,2018,R20,46.0,Home
gws,2018,R20,151.0,Away
melbourne,2018,R20,143.0,Home
goldcoast,2018,R20,47.0,Away
westcoast,2018,R20,142.0,Home
fremantle,2018,R20,84.0,Away
essendon,2018,R21,122.0,Home
stkilda,2018,R21,79.0,Away
hawthorn,2018,R21,71.0,Home
geelong,2018,R21,60.0,Away
goldcoast,2018,R21,51.0,Home
richmond,2018,R21,125.0,Away
padelaide,2018,R21,58.0,Home
westcoast,2018,R21,62.0,Away
gws,2018,R21,106.0,Home
adelaide,2018,R21,92.0,Away
collingwood,2018,R21,104.0,Home
brisbanel,2018,R21,73.0,Away
kangaroos,2018,R21,85.0,Home
bullldogs,2018,R21,92.0,Away
melbourne,2018,R21,78.0,Home
swans,2018,R21,87.0,Away
fremantle,2018,R21,101.0,Home
carlton,2018,R21,72.0,Away
richmond,2018,R22,81.0,Home
essendon,2018,R22,73.0,Away
collingwood,2018,R22,115.0,Home
padelaide,2018,R22,64.0,Away
geelong,2018,R22,158.0,Home
fremantle,2018,R22,25.0,Away
gws,2018,R22,60.0,Home
swans,2018,R22,80.0,Away
stkilda,2018,R22,76.0,Home
hawthorn,2018,R22,80.0,Away
goldcoast,2018,R22,74.0,Home
brisbanel,2018,R22,78.0,Away
carlton,2018,R22,49.0,Home
bullldogs,2018,R22,66.0,Away
westcoast,2018,R22,91.0,Home
melbourne,2018,R22,108.0,Away
adelaide,2018,R22,86.0,Home
kangaroos,2018,R22,77.0,Away
padelaide,2018,R23,89.0,Home
essendon,2018,R23,111.0,Away
geelong,2018,R23,142.0,Home
goldcoast,2018,R23,40.0,Away
richmond,2018,R23,98.0,Home
bullldogs,2018,R23,95.0,Away
fremantle,2018,R23,67.0,Home
collingwood,2018,R23,76.0,Away
carlton,2018,R23,61.0,Home
adelaide,2018,R23,165.0,Away
swans,2018,R23,74.0,Home
hawthorn,2018,R23,83.0,Away
brisbanel,2018,R23,72.0,Home
westcoast,2018,R23,98.0,Away
melbourne,2018,R23,102.0,Home
gws,2018,R23,57.0,Away
stkilda,2018,R23,94.0,Home
kangaroos,2018,R23,117.0,Away
carlton,2019,R1,64.0,Home
richmond,2019,R1,97.0,Away
collingwood,2019,R1,65.0,Home
geelong,2019,R1,72.0,Away
melbourne,2019,R1,61.0,Home
padelaide,2019,R1,87.0,Away
adelaide,2019,R1,55.0,Home
hawthorn,2019,R1,87.0,Away
bullldogs,2019,R1,82.0,Home
swans,2019,R1,65.0,Away
brisbanel,2019,R1,102.0,Home
westcoast,2019,R1,58.0,Away
stkilda,2019,R1,85.0,Home
goldcoast,2019,R1,84.0,Away
gws,2019,R1,112.0,Home
essendon,2019,R1,40.0,Away
fremantle,2019,R1,141.0,Home
kangaroos,2019,R1,59.0,Away
richmond,2019,R2,66.0,Home
collingwood,2019,R2,110.0,Away
swans,2019,R2,62.0,Home
adelaide,2019,R2,88.0,Away
essendon,2019,R2,65.0,Home
stkilda,2019,R2,76.0,Away
padelaide,2019,R2,88.0,Home
carlton,2019,R2,72.0,Away
geelong,2019,R2,126.0,Home
melbourne,2019,R2,46.0,Away
westcoast,2019,R2,104.0,Home
gws,2019,R2,52.0,Away
kangaroos,2019,R2,87.0,Home
brisbanel,2019,R2,107.0,Away
hawthorn,2019,R2,87.0,Home
bullldogs,2019,R2,106.0,Away
goldcoast,2019,R2,61.0,Home
fremantle,2019,R2,58.0,Away
adelaide,2019,R3,75.0,Home
geelong,2019,R3,99.0,Away
melbourne,2019,R3,112.0,Home
essendon,2019,R3,130.0,Away
carlton,2019,R3,74.0,Home
swans,2019,R3,93.0,Away
gws,2019,R3,125.0,Home
richmond,2019,R3,76.0,Away
brisbanel,2019,R3,107.0,Home
padelaide,2019,R3,90.0,Away
collingwood,2019,R3,76.0,Home
westcoast,2019,R3,98.0,Away
bullldogs,2019,R3,68.0,Home
goldcoast,2019,R3,73.0,Away
hawthorn,2019,R3,87.0,Home
kangaroos,2019,R3,71.0,Away
fremantle,2019,R3,71.0,Home
stkilda,2019,R3,66.0,Away
swans,2019,R4,78.0,Home
melbourne,2019,R4,100.0,Away
collingwood,2019,R4,78.0,Home
bullldogs,2019,R4,64.0,Away
geelong,2019,R4,75.0,Home
gws,2019,R4,79.0,Away
essendon,2019,R4,112.0,Home
brisbanel,2019,R4,65.0,Away
padelaide,2019,R4,92.0,Home
richmond,2019,R4,99.0,Away
kangaroos,2019,R4,71.0,Home
adelaide,2019,R4,59.0,Away
westcoast,2019,R4,69.0,Home
fremantle,2019,R4,56.0,Away
goldcoast,2019,R4,59.0,Home
carlton,2019,R4,57.0,Away
stkilda,2019,R4,74.0,Home
hawthorn,2019,R4,69.0,Away
brisbanel,2019,R5,61.0,Home
collingwood,2019,R5,123.0,Away
kangaroos,2019,R5,58.0,Home
essendon,2019,R5,116.0,Away
westcoast,2019,R5,53.0,Home
padelaide,2019,R5,95.0,Away
gws,2019,R5,82.0,Home
fremantle,2019,R5,106.0,Away
melbourne,2019,R5,55.0,Home
stkilda,2019,R5,95.0,Away
richmond,2019,R5,89.0,Home
swans,2019,R5,67.0,Away
bullldogs,2019,R5,57.0,Home
carlton,2019,R5,101.0,Away
adelaide,2019,R5,119.0,Home
goldcoast,2019,R5,46.0,Away
hawthorn,2019,R5,90.0,Home
geelong,2019,R5,113.0,Away
richmond,2019,R6,85.0,Home
melbourne,2019,R6,42.0,Away
essendon,2019,R6,69.0,Home
collingwood,2019,R6,73.0,Away
padelaide,2019,R6,88.0,Home
kangaroos,2019,R6,72.0,Away
goldcoast,2019,R6,62.0,Home
brisbanel,2019,R6,111.0,Away
stkilda,2019,R6,68.0,Home
adelaide,2019,R6,97.0,Away
swans,2019,R6,79.0,Home
gws,2019,R6,120.0,Away
fremantle,2019,R6,88.0,Home
bullldogs,2019,R6,69.0,Away
hawthorn,2019,R6,93.0,Home
carlton,2019,R6,88.0,Away
geelong,2019,R6,104.0,Home
westcoast,2019,R6,46.0,Away
collingwood,2019,R7,108.0,Home
padelaide,2019,R7,69.0,Away
melbourne,2019,R7,79.0,Home
hawthorn,2019,R7,74.0,Away
gws,2019,R7,114.0,Home
stkilda,2019,R7,70.0,Away
brisbanel,2019,R7,103.0,Home
swans,2019,R7,81.0,Away
bullldogs,2019,R7,99.0,Home
richmond,2019,R7,52.0,Away
westcoast,2019,R7,80.0,Home
goldcoast,2019,R7,57.0,Away
carlton,2019,R7,62.0,Home
kangaroos,2019,R7,120.0,Away
geelong,2019,R7,86.0,Home
essendon,2019,R7,54.0,Away
adelaide,2019,R7,51.0,Home
fremantle,2019,R7,34.0,Away
swans,2019,R8,77.0,Home
essendon,2019,R8,72.0,Away
carlton,2019,R8,87.0,Home
collingwood,2019,R8,106.0,Away
bullldogs,2019,R8,92.0,Home
brisbanel,2019,R8,76.0,Away
goldcoast,2019,R8,60.0,Home
melbourne,2019,R8,61.0,Away
stkilda,2019,R8,70.0,Home
westcoast,2019,R8,88.0,Away
padelaide,2019,R8,68.0,Home
adelaide,2019,R8,88.0,Away
kangaroos,2019,R8,80.0,Home
geelong,2019,R8,104.0,Away
hawthorn,2019,R8,71.0,Home
gws,2019,R8,38.0,Away
fremantle,2019,R8,86.0,Home
richmond,2019,R8,111.0,Away
westcoast,2019,R9,85.0,Home
melbourne,2019,R9,69.0,Away
collingwood,2019,R9,112.0,Home
stkilda,2019,R9,71.0,Away
brisbanel,2019,R9,93.0,Home
adelaide,2019,R9,92.0,Away
geelong,2019,R9,133.0,Home
bullldogs,2019,R9,89.0,Away
essendon,2019,R9,60.0,Home
fremantle,2019,R9,53.0,Away
kangaroos,2019,R9,72.0,Home
swans,2019,R9,77.0,Away
padelaide,2019,R9,89.0,Home
goldcoast,2019,R9,51.0,Away
richmond,2019,R9,95.0,Home
hawthorn,2019,R9,59.0,Away
gws,2019,R9,138.0,Home
carlton,2019,R9,45.0,Away
swans,2019,R10,73.0,Home
collingwood,2019,R10,80.0,Away
hawthorn,2019,R10,80.0,Home
padelaide,2019,R10,49.0,Away
bullldogs,2019,R10,90.0,Home
kangaroos,2019,R10,115.0,Away
adelaide,2019,R10,73.0,Home
westcoast,2019,R10,85.0,Away
richmond,2019,R10,73.0,Home
essendon,2019,R10,50.0,Away
goldcoast,2019,R10,64.0,Home
geelong,2019,R10,91.0,Away
melbourne,2019,R10,68.0,Home
gws,2019,R10,94.0,Away
stkilda,2019,R10,68.0,Home
carlton,2019,R10,55.0,Away
fremantle,2019,R10,73.0,Home
brisbanel,2019,R10,72.0,Away
kangaroos,2019,R11,99.0,Home
richmond,2019,R11,62.0,Away
collingwood,2019,R11,75.0,Home
fremantle,2019,R11,79.0,Away
gws,2019,R11,126.0,Home
goldcoast,2019,R11,43.0,Away
geelong,2019,R11,85.0,Home
swans,2019,R11,63.0,Away
brisbanel,2019,R11,85.0,Home
hawthorn,2019,R11,66.0,Away
melbourne,2019,R11,88.0,Home
adelaide,2019,R11,90.0,Away
stkilda,2019,R11,69.0,Home
padelaide,2019,R11,139.0,Away
essendon,2019,R11,74.0,Home
carlton,2019,R11,33.0,Away
westcoast,2019,R11,133.0,Home
bullldogs,2019,R11,72.0,Away
richmond,2019,R12,37.0,Home
geelong,2019,R12,104.0,Away
carlton,2019,R12,78.0,Home
brisbanel,2019,R12,63.0,Away
goldcoast,2019,R12,72.0,Home
kangaroos,2019,R12,99.0,Away
adelaide,2019,R12,82.0,Home
gws,2019,R12,61.0,Away
swans,2019,R12,116.0,Home
westcoast,2019,R12,71.0,Away
collingwood,2019,R12,98.0,Home
melbourne,2019,R12,57.0,Away
adelaide,2019,R13,101.0,Home
richmond,2019,R13,68.0,Away
essendon,2019,R13,96.0,Home
hawthorn,2019,R13,77.0,Away
goldcoast,2019,R13,76.0,Home
stkilda,2019,R13,80.0,Away
fremantle,2019,R13,100.0,Home
padelaide,2019,R13,79.0,Away
carlton,2019,R13,100.0,Home
bullldogs,2019,R13,103.0,Away
kangaroos,2019,R13,68.0,Home
gws,2019,R13,91.0,Away
westcoast,2019,R14,106.0,Home
essendon,2019,R14,71.0,Away
swans,2019,R14,82.0,Home
hawthorn,2019,R14,63.0,Away
melbourne,2019,R14,85.0,Home
fremantle,2019,R14,71.0,Away
stkilda,2019,R14,59.0,Home
brisbanel,2019,R14,115.0,Away
padelaide,2019,R14,67.0,Home
geelong,2019,R14,56.0,Away
bullldogs,2019,R14,73.0,Home
collingwood,2019,R14,82.0,Away
essendon,2019,R15,77.0,Home
gws,2019,R15,71.0,Away
geelong,2019,R15,96.0,Home
adelaide,2019,R15,69.0,Away
hawthorn,2019,R15,71.0,Home
westcoast,2019,R15,77.0,Away
swans,2019,R15,93.0,Home
goldcoast,2019,R15,51.0,Away
collingwood,2019,R15,37.0,Home
kangaroos,2019,R15,81.0,Away
padelaide,2019,R15,41.0,Home
bullldogs,2019,R15,66.0,Away
stkilda,2019,R15,70.0,Home
richmond,2019,R15,103.0,Away
brisbanel,2019,R15,107.0,Home
melbourne,2019,R15,74.0,Away
fremantle,2019,R15,75.0,Home
carlton,2019,R15,79.0,Away
hawthorn,2019,R16,67.0,Home
collingwood,2019,R16,63.0,Away
essendon,2019,R16,76.0,Home
swans,2019,R16,66.0,Away
goldcoast,2019,R16,58.0,Home
richmond,2019,R16,150.0,Away
adelaide,2019,R16,44.0,Home
padelaide,2019,R16,101.0,Away
bullldogs,2019,R16,71.0,Home
geelong,2019,R16,55.0,Away
fremantle,2019,R16,31.0,Home
westcoast,2019,R16,122.0,Away
carlton,2019,R16,100.0,Home
melbourne,2019,R16,105.0,Away
kangaroos,2019,R16,112.0,Home
stkilda,2019,R16,73.0,Away
gws,2019,R16,74.0,Home
brisbanel,2019,R16,94.0,Away
westcoast,2019,R17,77.0,Home
collingwood,2019,R17,78.0,Away
swans,2019,R17,62.0,Home
carlton,2019,R17,69.0,Away
hawthorn,2019,R17,84.0,Home
fremantle,2019,R17,53.0,Away
essendon,2019,R17,86.0,Home
kangaroos,2019,R17,81.0,Away
goldcoast,2019,R17,56.0,Home
adelaide,2019,R17,151.0,Away
geelong,2019,R17,84.0,Home
stkilda,2019,R17,57.0,Away
richmond,2019,R17,94.0,Home
gws,2019,R17,67.0,Away
bullldogs,2019,R17,74.0,Home
melbourne,2019,R17,66.0,Away
padelaide,2019,R17,49.0,Home
brisbanel,2019,R17,97.0,Away
adelaide,2019,R18,75.0,Home
essendon,2019,R18,96.0,Away
richmond,2019,R18,101.0,Home
padelaide,2019,R18,63.0,Away
carlton,2019,R18,99.0,Home
goldcoast,2019,R18,75.0,Away
gws,2019,R18,122.0,Home
collingwood,2019,R18,75.0,Away
brisbanel,2019,R18,87.0,Home
kangaroos,2019,R18,75.0,Away
fremantle,2019,R18,52.0,Home
swans,2019,R18,51.0,Away
geelong,2019,R18,61.0,Home
hawthorn,2019,R18,85.0,Away
melbourne,2019,R18,78.0,Home
westcoast,2019,R18,91.0,Away
stkilda,2019,R18,116.0,Home
bullldogs,2019,R18,89.0,Away
collingwood,2019,R19,66.0,Home
richmond,2019,R19,98.0,Away
hawthorn,2019,R19,60.0,Home
brisbanel,2019,R19,87.0,Away
carlton,2019,R19,87.0,Home
adelaide,2019,R19,60.0,Away
westcoast,2019,R19,121.0,Home
kangaroos,2019,R19,72.0,Away
stkilda,2019,R19,104.0,Home
melbourne,2019,R19,85.0,Away
padelaide,2019,R19,55.0,Home
gws,2019,R19,56.0,Away
bullldogs,2019,R19,113.0,Home
fremantle,2019,R19,66.0,Away
swans,2019,R19,80.0,Home
geelong,2019,R19,107.0,Away
goldcoast,2019,R19,96.0,Home
essendon,2019,R19,106.0,Away
kangaroos,2019,R20,86.0,Home
hawthorn,2019,R20,64.0,Away
essendon,2019,R20,67.0,Home
padelaide,2019,R20,126.0,Away
gws,2019,R20,83.0,Home
swans,2019,R20,81.0,Away
fremantle,2019,R20,95.0,Home
geelong,2019,R20,61.0,Away
melbourne,2019,R20,60.0,Home
richmond,2019,R20,93.0,Away
adelaide,2019,R20,92.0,Home
stkilda,2019,R20,70.0,Away
collingwood,2019,R20,120.0,Home
goldcoast,2019,R20,51.0,Away
carlton,2019,R20,75.0,Home
westcoast,2019,R20,99.0,Away
brisbanel,2019,R20,98.0,Home
bullldogs,2019,R20,80.0,Away
gws,2019,R21,29.0,Home
hawthorn,2019,R21,85.0,Away
melbourne,2019,R21,53.0,Home
collingwood,2019,R21,70.0,Away
padelaide,2019,R21,103.0,Home
swans,2019,R21,56.0,Away
brisbanel,2019,R21,144.0,Home
goldcoast,2019,R21,53.0,Away
essendon,2019,R21,33.0,Home
bullldogs,2019,R21,137.0,Away
geelong,2019,R21,69.0,Home
kangaroos,2019,R21,14.0,Away
stkilda,2019,R21,72.0,Home
fremantle,2019,R21,69.0,Away
richmond,2019,R21,73.0,Home
carlton,2019,R21,45.0,Away
westcoast,2019,R21,90.0,Home
adelaide,2019,R21,80.0,Away
melbourne,2019,R22,42.0,Home
swans,2019,R22,95.0,Away
carlton,2019,R22,78.0,Home
stkilda,2019,R22,68.0,Away
brisbanel,2019,R22,75.0,Home
geelong,2019,R22,74.0,Away
adelaide,2019,R22,48.0,Home
collingwood,2019,R22,114.0,Away
kangaroos,2019,R22,144.0,Home
padelaide,2019,R22,58.0,Away
fremantle,2019,R22,55.0,Home
essendon,2019,R22,87.0,Away
richmond,2019,R22,88.0,Home
westcoast,2019,R22,82.0,Away
gws,2019,R22,65.0,Home
bullldogs,2019,R22,126.0,Away
hawthorn,2019,R22,118.0,Home
goldcoast,2019,R22,48.0,Away
collingwood,2019,R23,76.0,Home
essendon,2019,R23,65.0,Away
swans,2019,R23,109.0,Home
stkilda,2019,R23,64.0,Away
kangaroos,2019,R23,88.0,Home
melbourne,2019,R23,83.0,Away
geelong,2019,R23,129.0,Home
carlton,2019,R23,61.0,Away
goldcoast,2019,R23,55.0,Home
gws,2019,R23,127.0,Away
westcoast,2019,R23,67.0,Home
hawthorn,2019,R23,105.0,Away
bullldogs,2019,R23,121.0,Home
adelaide,2019,R23,87.0,Away
richmond,2019,R23,82.0,Home
brisbanel,2019,R23,55.0,Away
padelaide,2019,R23,110.0,Home
fremantle,2019,R23,67.0,Away
